requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
10000.0,2008-03-21,Personal,480.0,4.32%,CA,< 1 year,0.0
3000.0,2008-03-21,Moving,446.0,27.55%,IN,3 years,0.0
7500.0,2008-03-21,Credit Help,433.0,20.67%,CA,< 1 year,0.0
1000.0,2008-03-21,loan 1,0.0,0%,SC,5 years,0.0
4775.0,2008-03-21,Stupid girl,690.0,48.57%,OH,< 1 year,0.0
5000.0,2008-03-21,credit card re-fi,577.0,6.56%,OH,4 years,0.0
15000.0,2008-03-21,consoildating debt,555.0,7.22%,DE,< 1 year,0.0
4000.0,2008-03-21,mine,592.0,25.59%,OH,7 years,0.0
25000.0,2008-03-21,Fair Rate,720.0,34.48%,TX,10+ years,0.0
5000.0,2008-03-21,TOO MANY CREDIT CARDS WANT THEM GONE!!!,509.0,0.86%,NJ,2 years,0.0
6500.0,2008-03-21,Consolidate debt to stop large fees,573.0,0%,IL,2 years,0.0
25000.0,2008-03-21,pay off vehicles ,558.0,33.11%,NH,2 years,0.0
14000.0,2008-03-21,We need money,644.0,37.91%,ME,< 1 year,0.0
2500.0,2008-03-21,Credit Repair Quest,601.0,1.07%,CA,8 years,0.0
7000.0,2008-03-21,adoption,562.0,0%,TN,7 years,0.0
9000.0,2008-03-21,Debt Consolidation,523.0,16.79%,MA,2 years,0.0
4000.0,2008-03-21,help me payoff bills,497.0,21.08%,IL,9 years,0.0
4500.0,2008-03-21,trying to uy a home,0.0,0.6%,IL,1 year,0.0
10000.0,2008-03-21,Personal consolidatation loan,425.0,64.94%,SD,1 year,0.0
5000.0,2008-03-21,Help For The Drowning Feeling I Have!!!,558.0,42.67%,CA,10+ years,0.0
3000.0,2008-03-21,Help Me Get Back Into School!,,-1%,WI,< 1 year,0.0
3000.0,2008-03-21,Get Back on My Feet,542.0,0%,IN,1 year,0.0
5000.0,2008-03-21,Financial Freedom,421.0,0%,CO,3 years,0.0
13000.0,2008-03-21,Payoff Chase High Interest Credit Card,666.0,27.97%,FL,10+ years,0.0
700.0,2008-03-21,Moving expense,516.0,0%,CA,3 years,0.0
5000.0,2008-03-21,capitol one loan,523.0,27.9%,OH,10+ years,0.0
10000.0,2008-03-21,New Business,463.0,2.67%,AR,< 1 year,0.0
25000.0,2008-03-21,Credit card refinance,659.0,16.01%,NY,10+ years,0.0
5000.0,2008-03-21,Need Money to Move.,711.0,5.77%,NC,1 year,0.0
1500.0,2008-03-21,In full,,-1%,CA,< 1 year,0.0
25000.0,2008-03-21,Pay off property taxes,498.0,61.17%,MI,10+ years,0.0
15000.0,2008-03-21,CC Consolidation,599.0,101.25%,AR,< 1 year,0.0
10000.0,2008-03-21,myloan,481.0,11.38%,FL,3 years,0.0
1500.0,2008-03-21,car for nelson,607.0,0%,OH,2 years,0.0
20000.0,2008-03-21,credit card consolidation,689.0,19.6%,IN,7 years,0.0
10000.0,2008-03-21,Loan for consolidating credit card debt,624.0,13%,SC,2 years,0.0
11000.0,2008-03-21,Finishing school with a clean slate,752.0,28.09%,CA,6 years,0.0
5000.0,2008-03-21,My family needs a car,0.0,0%,MI,2 years,0.0
8000.0,2008-03-21,Consolidation ,542.0,52.28%,OH,4 years,0.0
5000.0,2008-03-21,Florida,,-1%,PA,10+ years,0.0
25000.0,2008-03-21,Lease Buyout,599.0,16.79%,NY,2 years,0.0
5000.0,2008-03-21,student needs a little debt help,505.0,0%,NC,5 years,0.0
6500.0,2008-03-21,Credit cards,660.0,30.18%,IA,< 1 year,0.0
10000.0,2008-03-21,Refinancing,717.0,31.95%,NC,10+ years,0.0
5000.0,2008-03-21,consolidate bills,643.0,0%,TX,6 years,0.0
10000.0,2008-03-21,"hfc, wells fargo fin, ",535.0, 13.92% ,CA ,2 years,0.0
6500.0,2008-03-21,equipment loan,711.0,5.62%,TN,10+ years,0.0
500.0,2008-03-21,fast loan,,-1%,AL,5 years,0.0
500.0,2008-03-21,Home Improvement,0.0,0%,MS,< 1 year,0.0
20000.0,2008-03-21,consolidate,607.0,18.56%,VA,5 years,0.0
1000.0,2008-03-21,Medical Expenses,549.0,31.26%,MI,< 1 year,0.0
4000.0,2008-03-21,Auto Loan,504.0, 16.63% ,FL ,1 year,0.0
6000.0,2008-03-21,getting the monkey off my back,670.0,222.4%,PA,3 years,0.0
1500.0,2008-03-21,Please help me,509.0,4%,CA,3 years,0.0
5000.0,2008-03-21,My daughter's Sweet 15 (Quinceanera),584.0,10.58%,IL,4 years,0.0
8000.0,2008-03-21,Down Payment,668.0,7.51%,CT,< 1 year,0.0
3000.0,2008-03-21,auto,471.0,37.76%,PA,5 years,0.0
10000.0,2008-03-21,Personal Debt Consolidation,517.0,22.54%,SD,3 years,0.0
25000.0,2008-03-21,Loan Consolidation,678.0,31.81%,CT,< 1 year,0.0
6000.0,2008-03-21,Young Entrepreneur seeking capital,632.0,234000%,MI,< 1 year,0.0
5000.0,2008-03-21,Remodeling investment property ,671.0,15.13%,OH,3 years,0.0
25000.0,2008-03-21,debt consolidate,497.0,12.8%,NE,10+ years,0.0
6900.0,2008-03-21,Cargo Van For Business,585.0,0%,FL,2 years,0.0
10000.0,2008-03-21,Motorcycle loan,690.0,1.72%,ID,1 year,0.0
4000.0,2008-03-21,catch,483.0,22.87%,NC,10+ years,0.0
1000.0,2008-03-21,furniture,530.0,19.86%,TN,2 years,0.0
2000.0,2008-03-21,Rent,479.0,21.03%,VA,2 years,0.0
3000.0,2008-03-21,Vehicle,438.0,12.12%,MI,5 years,0.0
10000.0,2008-03-21,PAY OFF LOANS AND BILLS,667.0,10.46%,WI,5 years,0.0
5000.0,2008-03-21,Sick of credit card companys!,722.0,8.79%,OH,< 1 year,0.0
4000.0,2008-03-21,GET OUT OF DEBT ,449.0,0%,GA,< 1 year,0.0
1000.0,2008-03-21,Need help with medical expenses,568.0,23.58%,VA,4 years,0.0
25000.0,2008-03-21,Internal Revenue Service,520.0,0%,SC,9 years,0.0
10000.0,2008-03-21,Pay off car loan,0.0,0%,NC,1 year,0.0
14800.0,2008-03-21,Terry's Balloon Ride,675.0,11.14%,TN,2 years,0.0
4650.0,2008-03-21,Credit cards payoff,582.0,1.73%,FL,10+ years,0.0
1000.0,2008-03-21,bills to be paid,600.0,22.46%,IL,10+ years,0.0
2000.0,2008-03-21,Consolidate debt,590.0, 0.9% ,NY ,< 1 year,0.0
3000.0,2008-03-21,AUTO,463.0,12.55%,FL,5 years,0.0
25000.0,2008-03-21,pay off credit card debt,509.0,17.42%,IN,< 1 year,0.0
10000.0,2008-03-21,Credit Card Relief,,-1%,GA,10+ years,0.0
20000.0,2008-03-21,persoal loan,448.0,37.36%,CO,3 years,0.0
8000.0,2008-03-21,Breaking out of debt loan,641.0,43.95%,NJ,3 years,0.0
5000.0,2008-03-21,personal,667.0,30.19%,MA,10+ years,0.0
4000.0,2008-03-21,Masters degree,590.0,15.4%,NY,5 years,0.0
4500.0,2008-03-21,Want to stop paying 37%!!!!!,553.0,5.57%,CA,10+ years,0.0
2500.0,2008-03-21,Going to school!!!,415.0,21.54%,NC,< 1 year,0.0
5000.0,2008-03-21,need a roof,584.0,0%,IN,3 years,0.0
7000.0,2008-03-21,Help Me Consolidate Debt!,,-1%,GA,< 1 year,0.0
25000.0,2008-03-21,GET OUT OF DEBT,607.0,20.65%,CA,9 years,0.0
10000.0,2008-03-21,Consolidation Loan,703.0, 13.8% ,MN ,10+ years,0.0
25000.0,2008-03-21,To have a secure home to care for my mom,530.0,0.11%,FL,10+ years,0.0
2500.0,2008-03-21,buy a car,0.0,0%,OH,7 years,0.0
5000.0,2008-03-21,My home mini make over,597.0,9.32%,TX,2 years,0.0
20000.0,2008-03-21,Just Need A Fresh Start,447.0,11.04%,IL,2 years,0.0
24000.0,2008-03-21,LendingClub loan to payoff credit cards,732.0,21.07%,FL,3 years,0.0
2000.0,2008-03-21,Personal Loan ,561.0,21.27%,MO,7 years,0.0
1000.0,2008-03-21,Consolidate,531.0,12.35%,OH,8 years,0.0
4000.0,2008-03-21,Credit card Refinancing,695.0,26.06%,CA,< 1 year,0.0
8500.0,2008-03-21,cONSOLIDATE,483.0,2.88%,TX,6 years,0.0
17500.0,2008-03-21,26 y.o. transgender-F needs SRS Surgery,,-1%,SC,1 year,0.0
8000.0,2008-03-21,Clear debt,417.0,0%,MI,< 1 year,0.0
5000.0,2008-03-21,Dept consolidate,525.0,39.38%,MI,1 year,0.0
10000.0,2008-03-21,Personal,500.0, 1.47% ,OH ,5 years,0.0
5000.0,2008-03-21,payoff payday loans,691.0,70.98%,PA,8 years,0.0
10000.0,2008-03-21,Vehicle Purchase,475.0,13.07%,CA,3 years,0.0
5000.0,2008-03-21,Emergency Loan for Small Business,619.0,24.16%,SC,< 1 year,0.0
16000.0,2008-03-21,consolidate,658.0,27.89%,CA,5 years,0.0
5000.0,2008-03-21,bobcats,523.0,12.66%,NJ,6 years,0.0
25000.0,2008-03-21,Getting straight,,-1%,SC,2 years,0.0
15000.0,2008-03-21,Consolidation Debt,595.0,29.82%,LA,10+ years,0.0
7000.0,2008-03-21,pay off credit cards,610.0,33.95%,OH,10+ years,0.0
15000.0,2008-03-21,Stop Foreclousures -  Eliminate Debt,448.0,37.78%,TX,1 year,0.0
2000.0,2008-03-21,Time to pay off my credit cards,592.0,25.87%,OH,< 1 year,0.0
25000.0,2008-03-21,Simmons consolidate at lower interest,646.0,41.34%,SC,10+ years,0.0
5000.0,2008-03-21,lewis wedding,517.0,2.64%,WI,10+ years,0.0
2000.0,2008-03-21,Down payment for purchase of car,448.0,0.63%,NJ,< 1 year,0.0
10000.0,2008-03-21,debt consolidation/other,505.0,16.42%,ME,10+ years,0.0
1000.0,2008-03-21,Business Development,609.0,10.58%,MS,7 years,0.0
25000.0,2008-03-21,Finally time to pay down my credit cards,557.0,29.11%,MA,2 years,0.0
10000.0,2008-03-21,Consolidate debt,544.0,13.59%,VA,10+ years,0.0
3800.0,2008-03-21,Im out of options!,,-1%,VT,3 years,0.0
5000.0,2008-03-21,Closing Cost,505.0,9.19%,NY,1 year,0.0
10000.0,2008-03-21,My Loan,511.0, 21.5% ,IA ,1 year,0.0
25000.0,2008-03-21,Help,,-1%,SC,10+ years,0.0
5000.0,2008-03-21,debt consolidate,,-1%,NY,4 years,0.0
15000.0,2008-03-21,Debt Consolidation,575.0,9.85%,WV,10+ years,0.0
1000.0,2008-03-21,credit card debt,466.0,3.16%,TX,3 years,0.0
5000.0,2008-03-21,Wedding blues,530.0,15.49%,TN,< 1 year,0.0
25000.0,2008-03-21,Performance Bond,766.0,13.53%,GA,8 years,0.0
25000.0,2008-03-21,Debt Consolidation,717.0,25.52%,OH,2 years,0.0
5000.0,2008-03-21,Study abroad,653.0,32.82%,IL,10+ years,0.0
15000.0,2008-03-21,refinance,633.0,21.45%,CT,3 years,0.0
1500.0,2008-03-21,Moving expenses,493.0,0.71%,NY,< 1 year,0.0
12500.0,2008-03-21,car loan,579.0, 3.49% ,NE,< 1 year,0.0
5000.0,2008-03-21,Buying investment Property,651.0,29%,OK,10+ years,0.0
5000.0,2008-03-21,Card loan,498.0,6.51%,IA,1 year,0.0
7500.0,2008-03-21,Getting Out Of Debt,631.0, 5.47% ,CA ,6 years,0.0
20000.0,2008-03-21,Bad school Loans,591.0,115.92%,NE,< 1 year,0.0
5000.0,2008-03-21,Consolidate debts,606.0,7.28%,MI,< 1 year,0.0
7000.0,2008-03-21,College Loan,,-1%,CO,< 1 year,0.0
19000.0,2008-03-21,Direct to Garment,488.0,3.39%,WV,2 years,0.0
10000.0,2008-03-21,Debt Consolidation,551.0,6.39%,SC,1 year,0.0
14000.0,2008-03-21,Operating capital,781.0,29.1%,IN,10+ years,0.0
500.0,2008-03-21,moving expense,474.0,24.1%,VA,3 years,0.0
3000.0,2008-03-21,Need Cash,599.0,9.27%,NC,< 1 year,0.0
8000.0,2008-03-21,Purchase,450.0,31.2%,PA,2 years,0.0
5000.0,2008-03-21,HELPING ME FINISH SCHOOL,0.0,0%,NY,< 1 year,0.0
5000.0,2008-03-21,personal loan,582.0,0%,SC,< 1 year,0.0
20000.0,2008-03-21,Consolidation Loan,554.0,62.19%,NE,7 years,0.0
6200.0,2008-03-21,Dental Care,483.0,22.31%,NC,10+ years,0.0
15000.0,2008-03-21,kitchen,743.0,45.48%,IN,6 years,0.0
11000.0,2008-03-21,Credit Card Consolidation,740.0,76.8%,GA,< 1 year,0.0
18000.0,2008-03-21,Paying off Credit Card/Revolving Debt,705.0,12.01%,NC,2 years,0.0
800.0,2008-03-21,Self-cleaning toilet seat,657.0,1.52%,GA,< 1 year,0.0
20000.0,2008-03-21,pay debts as soon as possible,577.0,16.85%,TX,2 years,0.0
18000.0,2008-03-21,home,407.0,10.52%,PA,< 1 year,0.0
15000.0,2008-03-21,New direction in helping people,682.0,3.27%,NY,< 1 year,0.0
5000.0,2008-03-21,SCHOOL,475.0,0%,IL,< 1 year,0.0
15000.0,2008-03-21,pay of credit cards,635.0,46.12%,DE,8 years,0.0
7100.0,2008-03-21,Second Home,626.0,21.53%,PA,10+ years,0.0
1600.0,2008-03-21,Getting Out of my Overdraft fees,0.0,0.92%,MI,1 year,0.0
13000.0,2008-03-21,ATT Universal Credit Card,565.0,17.82%,ME,10+ years,0.0
25000.0,2008-03-21,debt cosolidation,697.0,27.23%,GA,10+ years,0.0
5000.0,2008-03-21,Pay my bills,455.0,3.41%,MN,< 1 year,0.0
10000.0,2008-03-21,consolidating bills,430.0,1.11%,DE,5 years,0.0
7000.0,2008-03-21,major_purchase,573.0,9.44%,CA,< 1 year,0.0
5800.0,2008-03-21,Transcript Release,440.0,14.85%,ID,< 1 year,0.0
25000.0,2008-03-21,Reliable Montana Couple - Debt Consolida,706.0,50.89%,MT,< 1 year,0.0
25000.0,2008-03-21,business,659.0,1.9%,CA,< 1 year,0.0
4000.0,2008-03-21,Debt Consolidation,622.0,26.24%,TX,< 1 year,0.0
1000.0,2008-03-21,Hope is just around the corner,474.0,51.87%,IN,< 1 year,0.0
20000.0,2008-03-21,debt loan,444.0,0%,WI,< 1 year,0.0
25000.0,2008-03-21,consolidate,597.0,39.37%,TX,10+ years,0.0
25000.0,2008-03-21,Need a car for work,455.0,3.89%,CO,1 year,0.0
14000.0,2008-03-21,debt_consolidation,585.0,3.87%,IL,< 1 year,0.0
25000.0,2008-03-21,I need a loan to pay down debt...,612.0,32.7%,OH,8 years,0.0
15000.0,2008-03-21,credit card consolidation,650.0,19.15%,SC,7 years,0.0
25000.0,2008-03-21,consolidation loan for the griffin famil,499.0,0%,CT,< 1 year,0.0
10000.0,2008-03-21,Get caught up on all debt,471.0,22.48%,DE,10+ years,0.0
25000.0,2008-03-21,credit card debt /wedding /home,612.0,11.2%,IL,5 years,0.0
500.0,2008-03-21,Test,658.0,0.48%,VA,< 1 year,0.0
5000.0,2008-03-21,Education,,-1%,IL,4 years,0.0
6000.0,2008-03-21,consolidation / divorce lawyer,527.0,21.55%,CA,10+ years,0.0
10000.0,2008-03-21,Car Loan,654.0,13.22%,CA,10+ years,0.0
5000.0,2008-03-21,I have credit card debt that Have very high interest rate (>30%). I would like to borrow money @ a lower interest rate to pay them off. I'm up to date on the payments but because of the high interest rate it seems that all my payments go toward the interest.,545.0,10.46%,NJ,7 years,0.0
16000.0,2008-03-21,Credit card consolidation,635.0,7.5%,CO,< 1 year,0.0
3000.0,2008-03-21,Pay my bills,440.0,18.83%,CA,< 1 year,0.0
3000.0,2008-03-21,Education Masters,482.0,1.78%,NY,< 1 year,0.0
20000.0,2008-03-21,Getting Back On Course,634.0,38.19%,IA,4 years,0.0
20000.0,2008-03-21,credit card ,516.0,10.72%,NY,1 year,0.0
5000.0,2008-03-21,Refinance Car Loans,775.0, 11.77% ,IN,2 years,0.0
20000.0,2008-03-21,debt_consolidation,608.0,42.83%,TX,< 1 year,0.0
3000.0,2008-03-21,moving son in with mother,454.0,4.07%,AL,< 1 year,0.0
7500.0,2008-03-21,Debt Consolidation,,-1%,NY,4 years,0.0
13700.0,2008-03-21,American Dream of Homeownership,580.0,10552.94%,AL,3 years,0.0
5000.0,2008-03-21,real estate rehab loan,,-1%,MI,7 years,0.0
6500.0,2008-03-21,Financial Security in College,491.0,19.2%,MA,< 1 year,0.0
10000.0,2008-03-21,Debt consolidation,421.0,17.98%,VA,9 years,0.0
11000.0,2008-03-21,Consolidate intro APR's,747.0,30.37%,CA,3 years,0.0
20000.0,2008-03-21,Pay off Debt,542.0,0.89%,TX,4 years,0.0
1000.0,2008-03-21,SINGLE FATHER OF 2,520.0,0%,IN,10+ years,0.0
5000.0,2008-03-21,need loan to catch up on bills,572.0,20.86%,OH,1 year,0.0
4500.0,2008-03-21,No Where Else To Turn,425.0,48.05%,DE,4 years,0.0
16500.0,2008-03-21,Reduce High Interest Rates,723.0,34.4%,TX,10+ years,0.0
1500.0,2008-03-21,Pay Off Payday Loans,613.0,21.8%,MO,10+ years,0.0
5000.0,2008-03-21,Start a business/home downpayment/rental,450.0,811.5%,DC,1 year,0.0
2500.0,2008-03-21,Purchase Inventory for New Business Idea,,-1%,CA,5 years,0.0
3000.0,2008-03-21,debt consolidation,647.0,11.52%,ID,5 years,0.0
25000.0,2008-03-21,Adult Production Investment,537.0,0%,CA,2 years,0.0
25000.0,2008-03-21,cornell ,659.0,30.76%,CA,7 years,0.0
10000.0,2008-03-21,loan to rick,0.0,0%,OH,10+ years,0.0
3000.0,2008-03-21,Refinacing credit card,481.0,20.6%,CA,< 1 year,0.0
25000.0,2008-03-21,C/C interest rates-Highway robbery,,-1%,MI,10+ years,0.0
7300.0,2008-03-21,transportation,622.0,6.11%,GA,3 years,0.0
25000.0,2008-03-21,DebtConsolidate,618.0,6.84%,MD,10+ years,0.0
5000.0,2008-03-21,home repairs,,-1%,NY,2 years,0.0
10000.0,2008-03-21,Chemotreatments and bill payoffs,410.0,0%,IA,1 year,0.0
20000.0,2008-03-21,"Life Lesson Learned, Now I Need To Fix",517.0,0%,MN,< 1 year,0.0
25000.0,2008-03-21,Business Expansion,507.0,0.64%,CA,10+ years,0.0
7000.0,2008-03-21,Abolish My Debt,592.0,508%,NJ,4 years,0.0
7000.0,2008-03-21,Help me complete my education,544.0,35.76%,TN,9 years,0.0
7500.0,2008-03-21,Debt Consolidation,633.0,11.49%,TX,2 years,0.0
5500.0,2008-03-21,doctor bills  hosptial bills credit card,520.0,0%,WI,< 1 year,0.0
2800.0,2008-03-21,Refinancing my engagement,635.0,8.13%,MN,4 years,0.0
25000.0,2008-03-21,Rehab,464.0,3.8%,IL,10+ years,0.0
7500.0,2008-03-21,"The Battle Begins, LLC",743.0,1.2%,MN,< 1 year,0.0
15000.0,2008-03-21,Finance prototype for new product line,602.0,20.24%,TN,10+ years,0.0
4000.0,2008-03-21,personal loan,616.0,35.39%,CA,6 years,0.0
2500.0,2008-03-21,Debt consolidation,418.0,13.77%,CA,< 1 year,0.0
3000.0,2008-03-21,Clearing debt & starting school,627.0,0.64%,NY,3 years,0.0
15000.0,2008-03-21,Finally Repairing Credit....Great Income,607.0,0%,CA,2 years,0.0
7500.0,2008-03-21,Somethings got to give and fast,640.0,8.26%,CA,2 years,0.0
8975.0,2008-03-22,Car financing for working student.,0.0,0%,NV,< 1 year,0.0
5000.0,2008-03-22,need help,471.0,11.66%,RI,10+ years,0.0
8000.0,2008-03-22,Personal Loan,504.0,11.87%,CT,10+ years,0.0
20000.0,2008-03-22,Pay it Off,555.0,18.93%,NY,10+ years,0.0
500.0,2008-03-22,need help electric bill too high,588.0,7.83%,TN,4 years,0.0
15000.0,2008-03-22,Consolidate,551.0,49.71%,VA,10+ years,0.0
25000.0,2008-03-22,Car for Daughter - College,544.0,2.51%,CO,< 1 year,0.0
5000.0,2008-03-22,pay off debt,607.0,2.5%,NC,1 year,0.0
23000.0,2008-03-22,Get Debt Free 2008,639.0,35.58%,VA,5 years,0.0
12000.0,2008-03-22,Need a loan,422.0,54%,TN,2 years,0.0
1750.0,2008-03-22,Want to Consolidate some small Debts,520.0,10.75%,OK,2 years,0.0
3000.0,2008-03-22,Determined to get out of debt,556.0,33.78%,IN,2 years,0.0
25000.0,2008-03-22,Debt consolidation,709.0,56.11%,NY,10+ years,0.0
500.0,2008-03-22,Education,471.0,0%,DE,10+ years,0.0
900.0,2008-03-22,I NEED ASSISTANCE,537.0,0%,NY,2 years,0.0
3000.0,2008-03-22,personal loan ,579.0,1.25%,CO,5 years,0.0
6600.0,2008-03-22,Debt Free Dream,628.0,49.58%,VT,5 years,0.0
5000.0,2008-03-22,Wedding Reception,544.0,0%,WI,7 years,0.0
10000.0,2008-03-22,Medical bills consolidation,0.0,0%,AR,< 1 year,0.0
11150.0,2008-03-22,Debt Consolidation,650.0,40.04%,GA,1 year,0.0
25000.0,2008-03-22,refinance my car ,532.0,8.17%,NY,4 years,0.0
10000.0,2008-03-22,Car Financing ,0.0,0%,NY,1 year,0.0
15000.0,2008-03-22,commbine debt to one single payment,442.0,22.37%,PA,7 years,0.0
3000.0,2008-03-22,I need help!!,477.0,0.48%,FL,2 years,0.0
5000.0,2008-03-22,doug kobus,573.0,0.4%,NY,1 year,0.0
3000.0,2008-03-22,personal bills to pay off,581.0,0%,IL,10+ years,0.0
8500.0,2008-03-22,house loan,498.0,0%,SC,10+ years,0.0
3000.0,2008-03-22,Trying to save my marriage.........,500.0,0%,SC,1 year,0.0
5000.0,2008-03-22,Real Estate Agent ,444.0,26.52%,SC,4 years,0.0
5000.0,2008-03-22,reliable used car for work,603.0,6.73%,ID,8 years,0.0
10000.0,2008-03-22,car purchase and debt payoff,501.0,0%,NY,1 year,0.0
17000.0,2008-03-22,Struggling single mother,420.0,20.4%,CA,2 years,0.0
17000.0,2008-03-22,need a consolidation loan,524.0,19.91%,GA,10+ years,0.0
5000.0,2008-03-22,Moving expence,527.0,16.38%,AR,< 1 year,0.0
3000.0,2008-03-22,Car Loan,465.0, 13.64% ,MS ,1 year,0.0
17500.0,2008-03-22,Refinancing Car,592.0,26.52%,WI,7 years,0.0
2000.0,2008-03-22,Car Repair,, -1% ,FL ,< 1 year,0.0
25000.0,2008-03-22,Help,536.0,44.24%,GA,1 year,0.0
18000.0,2008-03-22,boat loan,0.0,0%,SC,2 years,0.0
1500.0,2008-03-22,Wedding Ring,483.0,21.13%,NM,7 years,0.0
2400.0,2008-03-22,Consolidate,646.0,0.63%,IL,1 year,0.0
5000.0,2008-03-22,condebt,560.0,60.98%,DE,7 years,0.0
6000.0,2008-03-22,New Start,435.0,0%,SC,< 1 year,0.0
6000.0,2008-03-22,WAMU,705.0,56.45%,NY,3 years,0.0
6000.0,2008-03-22,Home repairs,515.0,0%,NY,1 year,0.0
3000.0,2008-03-22,Getting 1 payment to 1 person ,556.0,17.9%,IN,< 1 year,0.0
15000.0,2008-03-22,paying off my debt,497.0,0%,CT,< 1 year,0.0
16500.0,2008-03-22,ending my debt,431.0,11.98%,MD,2 years,0.0
10000.0,2008-03-22,debt consolidation,481.0,0%,CA,< 1 year,0.0
1500.0,2008-03-22,payoff credit cards,604.0,39.72%,OH,< 1 year,0.0
3000.0,2008-03-22,Bring the bills down!,490.0,35.52%,CA,10+ years,0.0
3000.0,2008-03-22,pay down credit cards,560.0,12.94%,NC,2 years,0.0
8000.0,2008-03-22,Need help to buy a house,652.0,25.77%,FL,2 years,0.0
5025.0,2008-03-22,Looking for Relief,,-1%,PA,< 1 year,0.0
500.0,2008-03-22,debt consolidate,482.0, 0% ,PA ,< 1 year,0.0
500.0,2008-03-22,Educational Loan,689.0,0.74%,VA,4 years,0.0
1500.0,2008-03-22,The purpose to pay a debt ,536.0,19.39%,IN,2 years,0.0
1000.0,2008-03-22,Medical2008,505.0,0%,IN,< 1 year,0.0
5000.0,2008-03-22,Need Help!  ,601.0,18.7%,OH,1 year,0.0
15000.0,2008-03-22,home and taxes,539.0,17.49%,NY,9 years,0.0
1200.0,2008-03-22,help,466.0,41.28%,NY,5 years,0.0
25000.0,2008-03-22,funding needed for production run,614.0,21.31%,NJ,3 years,0.0
4000.0,2008-03-22,Please HELP me save a Horse!,519.0,31.65%,TN,3 years,0.0
15000.0,2008-03-22,improvement,584.0,15.48%,CA,4 years,0.0
3000.0,2008-03-22,debt,505.0,0%,CO,< 1 year,0.0
3500.0,2008-03-22,Medical ,647.0,28.44%,KY,10+ years,0.0
2500.0,2008-03-22,auto repair loan,498.0,1.75%,NY,1 year,0.0
8000.0,2008-03-22,Remy's Credit Card Refi,498.0,21.66%,IL,10+ years,0.0
15000.0,2008-03-22,Debt Consolidation for Doctoral Student!,592.0,24.39%,TN,< 1 year,0.0
2000.0,2008-03-22,School loan,466.0,10%,SC,< 1 year,0.0
3000.0,2008-03-22,Lower DTI,,-1%,AZ,1 year,0.0
25000.0,2008-03-22,business loan,587.0,26.43%,FL,2 years,0.0
15000.0,2008-03-22,markstruck,590.0,0%,CT,10+ years,0.0
24000.0,2008-03-22,Need Fuel Efficient Car,638.0,18.32%,WI,< 1 year,0.0
12000.0,2008-03-22,CREDIT CARD CONSOLIDATION,627.0, 47.25% ,OK,1 year,0.0
25000.0,2008-03-22,1 loan,640.0,31.36%,GA,< 1 year,0.0
6500.0,2008-03-22,Debt Consolidation Loan,494.0,0%,AR,2 years,0.0
25000.0,2008-03-22,"Change My Life, Please!",546.0,8.36%,OR,10+ years,0.0
2000.0,2008-03-22,debt consolidation,670.0,16.06%,ME,3 years,0.0
7500.0,2008-03-22,Paying off Taxes & Delinquent Car Loan,598.0,10.8%,CA,< 1 year,0.0
10000.0,2008-03-22,SALES MANAGER,,-1%,FL,10+ years,0.0
10000.0,2008-03-22,Consolidating debt live longer,577.0,13.77%,FL,2 years,0.0
25000.0,2008-03-22,Debt Consolidation,695.0,156.96%,NY,< 1 year,0.0
13000.0,2008-03-22,Consolidate debt loan,595.0,8.75%,MI,10+ years,0.0
10000.0,2008-03-22,Visa Card,646.0,36.11%,FL,< 1 year,0.0
25000.0,2008-03-22,paying off credit cards,642.0,41.65%,IN,10+ years,0.0
1500.0,2008-03-22,other,677.0,9.87%,ID,< 1 year,0.0
10000.0,2008-03-22,my speed bump,439.0,18.63%,WI,8 years,0.0
500.0,2008-03-22,Back state taxes,480.0,19.52%,MD,5 years,0.0
2000.0,2008-03-22,SSKOHL,500.0,0%,IL,3 years,0.0
15000.0,2008-03-22,I need to feel alive again.,610.0,51.08%,FL,5 years,0.0
25000.0,2008-03-22,moneytolend,682.0,0.99%,WI,2 years,0.0
6000.0,2008-03-22,Consolidation Loan,480.0,22.77%,DE,6 years,0.0
25000.0,2008-03-22,Reduce credit card debt/Home improvemet,724.0,38.72%,IN,< 1 year,0.0
2000.0,2008-03-22,School & Bills,565.0,10.95%,NY,3 years,0.0
2000.0,2008-03-22,Fresh Start,431.0,52.2%,CT,< 1 year,0.0
7000.0,2008-03-22,Student Loan,686.0,4.2%,NY,< 1 year,0.0
5000.0,2008-03-22,Consolidation Loan,482.0,17.73%,DE,4 years,0.0
15000.0,2008-03-22,pay of high intrest rates with 1 payment,607.0,24.58%,SC,10+ years,0.0
6000.0,2008-03-22,help,629.0,44.32%,VT,2 years,0.0
15000.0,2008-03-22,Need to Move and Start a Business,513.0,0%,CA,1 year,0.0
18000.0,2008-03-22,Credit card consolidation,496.0,34.17%,DC,< 1 year,0.0
4500.0,2008-03-22,Trying to get on the right track,489.0,0%,PA,< 1 year,0.0
8000.0,2008-03-22,Credit Card Consolidation ,592.0,8.23%,MO,3 years,0.0
10000.0,2008-03-22,Need to Replace 10 Year Old Car,602.0,0.57%,TX,2 years,0.0
9000.0,2008-03-22,consolidated loan,640.0,18.76%,TX,6 years,0.0
12000.0,2008-03-22,Small Buisness Loan,769.0,56.48%,WI,10+ years,0.0
